order_number,product_code,order_line_number,quantity_ordered,price_each,sales,deal_size,order_product_key
10203,S12_4675,5,47,100.0,5195.85,Medium,10203_S12_4675
10212,S12_4675,15,33,100.0,4180.44,Medium,10212_S12_4675
10225,S12_4675,6,21,100.0,2684.43,Small,10225_S12_4675
10239,S12_4675,5,21,93.28,1958.88,Small,10239_S12_4675
10253,S12_4675,10,41,100.0,4910.57,Medium,10253_S12_4675
10266,S12_4675,11,40,100.0,4468.4,Medium,10266_S12_4675
10277,S12_4675,1,28,100.0,3127.88,Medium,10277_S12_4675
10287,S12_4675,9,23,100.0,2675.13,Small,10287_S12_4675
10300,S12_4675,2,23,100.0,2807.61,Small,10300_S12_4675
10310,S12_4675,7,25,100.0,2504.75,Small,10310_S12_4675
10321,S12_4675,15,24,100.0,2984.88,Small,10321_S12_4675
10329,S12_4675,15,39,64.74,2524.86,Small,10329_S12_4675
10341,S12_4675,7,55,75.2,4136.0,Medium,10341_S12_4675
10363,S12_4675,6,46,88.45,4068.7,Medium,10363_S12_4675
10377,S12_4675,1,50,100.0,5182.0,Medium,10377_S12_4675
10389,S12_4675,8,47,100.0,5243.79,Medium,10389_S12_4675
10405,S12_4675,5,97,93.28,9048.16,Large,10405_S12_4675
10419,S12_4675,10,32,100.0,3832.64,Medium,10419_S12_4675
10103,S18_1097,10,35,100.0,3920.0,Medium,10103_S18_1097
10113,S18_1097,4,49,100.0,4916.66,Medium,10113_S18_1097
10126,S18_1097,10,38,100.0,3857.0,Medium,10126_S18_1097
10140,S18_1097,10,32,100.0,4181.44,Medium,10140_S18_1097
10150,S18_1097,7,34,100.0,4641.0,Medium,10150_S18_1097
10164,S18_1097,8,36,99.17,3570.12,Medium,10164_S18_1097
10174,S18_1097,3,48,93.34,4480.32,Medium,10174_S18_1097
10183,S18_1097,7,21,96.84,2033.64,Small,10183_S18_1097
10194,S18_1097,10,21,93.34,1960.14,Small,10194_S18_1097
10206,S18_1097,5,34,100.0,3966.78,Medium,10206_S18_1097
10215,S18_1097,2,46,100.0,5152.0,Medium,10215_S18_1097
10228,S18_1097,1,32,100.0,3360.0,Medium,10228_S18_1097
10245,S18_1097,8,29,100.0,3451.0,Medium,10245_S18_1097
10258,S18_1097,5,41,100.0,5453.0,Medium,10258_S18_1097
10270,S18_1097,8,43,96.84,4164.12,Medium,10270_S18_1097
10280,S18_1097,1,24,100.0,2800.08,Small,10280_S18_1097
10291,S18_1097,10,41,100.0,4687.94,Medium,10291_S18_1097
10304,S18_1097,5,46,98.0,4508.0,Medium,10304_S18_1097
10312,S18_1097,2,32,100.0,4181.44,Medium,10312_S18_1097
10322,S18_1097,10,22,100.0,2251.04,Small,10322_S18_1097
10333,S18_1097,7,29,40.25,1167.25,Small,10333_S18_1097
10347,S18_1097,5,42,49.6,2083.2,Small,10347_S18_1097
10357,S18_1097,1,39,98.0,3822.0,Medium,10357_S18_1097
10370,S18_1097,1,27,100.0,3911.49,Medium,10370_S18_1097
10381,S18_1097,2,48,98.0,4704.0,Medium,10381_S18_1097
10391,S18_1097,10,29,85.1,2467.9,Small,10391_S18_1097
10411,S18_1097,8,27,100.0,3213.0,Medium,10411_S18_1097
10424,S18_1097,5,54,100.0,7182.0,Large,10424_S18_1097
10109,S18_1129,4,26,100.0,4379.18,Medium,10109_S18_1129
10122,S18_1129,2,34,100.0,5004.8,Medium,10122_S18_1129
10136,S18_1129,2,25,100.0,3644.75,Medium,10136_S18_1129
10148,S18_1129,13,23,100.0,2702.04,Small,10148_S18_1129
10161,S18_1129,12,28,100.0,3764.88,Medium,10161_S18_1129
10171,S18_1129,2,35,100.0,4508.0,Medium,10171_S18_1129
10181,S18_1129,6,44,100.0,5418.16,Medium,10181_S18_1129
10192,S18_1129,11,22,100.0,3300.66,Medium,10192_S18_1129
10204,S18_1129,17,42,100.0,6182.4,Medium,10204_S18_1129
10212,S18_1129,10,29,100.0,4186.73,Medium,10212_S18_1129
10225,S18_1129,1,32,100.0,4529.28,Medium,10225_S18_1129
10240,S18_1129,3,41,100.0,5628.89,Medium,10240_S18_1129
10253,S18_1129,5,26,100.0,3054.48,Medium,10253_S18_1129
10266,S18_1129,6,21,100.0,2526.51,Small,10266_S18_1129
10278,S18_1129,6,34,100.0,4667.86,Medium,10278_S18_1129
10287,S18_1129,4,41,100.0,6499.32,Medium,10287_S18_1129
10301,S18_1129,8,37,100.0,5917.78,Medium,10301_S18_1129
10310,S18_1129,2,37,100.0,6231.91,Medium,10310_S18_1129
10321,S18_1129,10,41,100.0,5803.14,Medium,10321_S18_1129
10331,S18_1129,6,46,100.0,6434.02,Medium,10331_S18_1129
10342,S18_1129,2,40,100.0,6454.4,Medium,10342_S18_1129
10356,S18_1129,8,43,97.6,4196.8,Medium,10356_S18_1129
10365,S18_1129,1,30,87.06,2611.8,Small,10365_S18_1129
10377,S18_1129,2,35,100.0,5895.05,Medium,10377_S18_1129
10390,S18_1129,14,36,93.77,3375.72,Medium,10390_S18_1129
10406,S18_1129,3,61,100.0,8374.69,Large,10406_S18_1129
10419,S18_1129,5,38,100.0,4464.24,Medium,10419_S18_1129
10102,S18_1342,2,39,100.0,4808.31,Medium,10102_S18_1342
10111,S18_1342,6,33,99.66,3288.78,Medium,10111_S18_1342
10125,S18_1342,1,32,100.0,3254.72,Medium,10125_S18_1342
10139,S18_1342,7,31,100.0,3184.94,Medium,10139_S18_1342
10149,S18_1342,4,50,100.0,5907.5,Medium,10149_S18_1342
10162,S18_1342,2,48,91.44,4389.12,Medium,10162_S18_1342
10173,S18_1342,6,43,100.0,5036.16,Medium,10173_S18_1342
10182,S18_1342,3,25,87.33,2183.25,Small,10182_S18_1342
10193,S18_1342,7,28,100.0,3106.88,Medium,10193_S18_1342
10205,S18_1342,2,36,100.0,3735.72,Medium,10205_S18_1342
10215,S18_1342,10,27,89.38,2413.26,Small,10215_S18_1342
10227,S18_1342,3,25,100.0,2953.75,Small,10227_S18_1342
10244,S18_1342,7,40,100.0,4684.8,Medium,10244_S18_1342
10256,S18_1342,2,34,95.55,3248.7,Medium,10256_S18_1342
10280,S18_1342,9,50,100.0,5239.5,Medium,10280_S18_1342
10289,S18_1342,2,38,100.0,4567.98,Medium,10289_S18_1342
10304,S18_1342,13,37,95.55,3535.35,Medium,10304_S18_1342
10312,S18_1342,10,43,89.38,3843.34,Medium,10312_S18_1342
10322,S18_1342,14,43,86.3,3710.9,Medium,10322_S18_1342
10332,S18_1342,15,46,95.13,4375.98,Medium,10332_S18_1342
10346,S18_1342,3,42,36.11,1516.62,Small,10346_S18_1342
10356,S18_1342,9,50,50.18,2509.0,Small,10356_S18_1342
10369,S18_1342,8,44,100.0,9240.44,Large,10369_S18_1342
10380,S18_1342,13,27,93.16,2515.32,Small,10380_S18_1342
10391,S18_1342,2,35,100.0,5548.9,Medium,10391_S18_1342
10422,S18_1342,2,51,95.55,4873.05,Medium,10422_S18_1342
10102,S18_1367,1,41,50.14,2055.74,Small,10102_S18_1367
10111,S18_1367,5,48,49.06,2354.88,Small,10111_S18_1367
10126,S18_1367,17,42,54.99,2309.58,Small,10126_S18_1367
10139,S18_1367,6,49,43.13,2113.37,Small,10139_S18_1367
10149,S18_1367,3,30,58.22,1746.6,Small,10149_S18_1367
10162,S18_1367,1,45,51.21,2304.45,Small,10162_S18_1367
10173,S18_1367,5,48,44.21,2122.08,Small,10173_S18_1367
10182,S18_1367,2,32,54.45,1742.4,Small,10182_S18_1367
10193,S18_1367,6,46,53.37,2455.02,Small,10193_S18_1367
10205,S18_1367,1,48,63.61,3053.28,Medium,10205_S18_1367
10215,S18_1367,9,33,43.13,1423.29,Small,10215_S18_1367
10227,S18_1367,2,31,48.52,1504.12,Small,10227_S18_1367
10244,S18_1367,6,20,58.22,1164.4,Small,10244_S18_1367
10256,S18_1367,1,29,51.75,1500.75,Small,10256_S18_1367
10280,S18_1367,8,27,57.68,1557.36,Small,10280_S18_1367
10289,S18_1367,1,24,56.07,1345.68,Small,10289_S18_1367
10304,S18_1367,12,37,48.52,1795.24,Small,10304_S18_1367
10312,S18_1367,9,25,44.21,1105.25,Small,10312_S18_1367
10322,S18_1367,5,41,57.68,2364.88,Small,10322_S18_1367
10332,S18_1367,16,27,89.89,2427.03,Small,10332_S18_1367
10347,S18_1367,7,21,58.95,1237.95,Small,10347_S18_1367
10356,S18_1367,6,22,72.41,1593.02,Small,10356_S18_1367
10369,S18_1367,7,32,98.63,3156.16,Medium,10369_S18_1367
10381,S18_1367,9,25,52.83,1320.75,Small,10381_S18_1367
10391,S18_1367,3,42,100.0,4998.0,Medium,10391_S18_1367
10422,S18_1367,1,25,51.75,1293.75,Small,10422_S18_1367
10110,S18_1589,16,37,100.0,5433.08,Medium,10110_S18_1589
10123,S18_1589,2,26,100.0,3073.72,Medium,10123_S18_1589
10137,S18_1589,2,44,99.55,4380.2,Medium,10137_S18_1589
10148,S18_1589,9,47,100.0,5848.68,Medium,10148_S18_1589
10161,S18_1589,8,43,100.0,6153.73,Medium,10161_S18_1589
10172,S18_1589,6,42,100.0,4965.24,Medium,10172_S18_1589
10181,S18_1589,2,42,100.0,5435.64,Medium,10181_S18_1589
10192,S18_1589,7,29,100.0,4258.36,Medium,10192_S18_1589
10204,S18_1589,13,40,100.0,4032.0,Medium,10204_S18_1589
10212,S18_1589,6,38,100.0,4492.36,Medium,10212_S18_1589
10226,S18_1589,4,38,100.0,4161.38,Medium,10226_S18_1589
10241,S18_1589,11,21,100.0,2508.66,Small,10241_S18_1589
10253,S18_1589,1,24,100.0,3374.88,Medium,10253_S18_1589
10266,S18_1589,2,36,100.0,5196.6,Medium,10266_S18_1589
10278,S18_1589,2,23,100.0,2604.52,Small,10278_S18_1589
10288,S18_1589,14,20,100.0,2936.8,Small,10288_S18_1589
10301,S18_1589,4,32,100.0,3424.64,Medium,10301_S18_1589
10311,S18_1589,9,29,100.0,2923.2,Small,10311_S18_1589
10321,S18_1589,6,44,100.0,4489.76,Medium,10321_S18_1589
10331,S18_1589,14,44,100.0,4849.24,Medium,10331_S18_1589
10343,S18_1589,4,36,100.0,5848.92,Medium,10343_S18_1589
10367,S18_1589,1,49,56.3,2758.7,Small,10367_S18_1589
10378,S18_1589,5,34,42.64,1449.76,Small,10378_S18_1589
10407,S18_1589,11,59,100.0,7048.14,Large,10407_S18_1589
10419,S18_1589,1,37,100.0,5202.94,Medium,10419_S18_1589
10106,S18_1662,12,36,100.0,5279.4,Medium,10106_S18_1662
10119,S18_1662,3,43,100.0,6916.12,Medium,10119_S18_1662
10131,S18_1662,4,21,100.0,2781.66,Small,10131_S18_1662
10143,S18_1662,7,32,100.0,5248.0,Medium,10143_S18_1662
10155,S18_1662,5,38,100.0,6531.44,Medium,10155_S18_1662
10167,S18_1662,1,43,100.0,5763.72,Medium,10167_S18_1662
10178,S18_1662,4,42,100.0,6490.68,Medium,10178_S18_1662
10186,S18_1662,1,32,100.0,6004.8,Medium,10186_S18_1662
10198,S18_1662,4,42,100.0,7483.98,Large,10198_S18_1662
10210,S18_1662,17,31,100.0,5719.5,Medium,10210_S18_1662
10222,S18_1662,4,49,100.0,6954.08,Medium,10222_S18_1662
10250,S18_1662,14,45,100.0,8160.3,Large,10250_S18_1662
10262,S18_1662,9,49,100.0,6567.96,Medium,10262_S18_1662
10274,S18_1662,1,41,100.0,6724.0,Medium,10274_S18_1662
10284,S18_1662,11,45,100.0,5747.85,Medium,10284_S18_1662
10296,S18_1662,7,36,100.0,5676.84,Medium,10296_S18_1662
10307,S18_1662,1,39,100.0,7379.97,Large,10307_S18_1662
10316,S18_1662,9,27,100.0,3704.13,Medium,10316_S18_1662
10327,S18_1662,6,25,100.0,2804.75,Small,10327_S18_1662
10338,S18_1662,1,41,100.0,5624.79,Medium,10338_S18_1662
10351,S18_1662,1,39,99.52,3881.28,Medium,10351_S18_1662
10373,S18_1662,4,28,57.55,1611.4,Small,10373_S18_1662
10386,S18_1662,7,25,54.57,1364.25,Small,10386_S18_1662
10398,S18_1662,11,33,100.0,4215.09,Medium,10398_S18_1662
10400,S18_1662,1,34,100.0,6433.82,Medium,10400_S18_1662
10416,S18_1662,14,24,100.0,4352.16,Medium,10416_S18_1662
10100,S18_1749,3,30,100.0,5151.0,Medium,10100_S18_1749
10110,S18_1749,7,42,100.0,6069.0,Medium,10110_S18_1749
10124,S18_1749,6,21,100.0,2856.0,Small,10124_S18_1749
10149,S18_1749,11,34,100.0,5375.4,Medium,10149_S18_1749
10162,S18_1749,9,29,100.0,5176.5,Medium,10162_S18_1749
10173,S18_1749,13,24,100.0,3508.8,Medium,10173_S18_1749
10182,S18_1749,10,44,100.0,7554.8,Large,10182_S18_1749
10193,S18_1749,14,21,100.0,3141.6,Medium,10193_S18_1749
10204,S18_1749,4,33,100.0,5890.5,Medium,10204_S18_1749
10214,S18_1749,7,30,100.0,5967.0,Medium,10214_S18_1749
10227,S18_1749,10,26,100.0,3712.8,Medium,10227_S18_1749
10241,S18_1749,2,41,100.0,7597.3,Large,10241_S18_1749
10280,S18_1749,16,26,100.0,3668.6,Medium,10280_S18_1749
10288,S18_1749,5,32,100.0,5875.2,Medium,10288_S18_1749
10302,S18_1749,1,43,100.0,7310.0,Large,10302_S18_1749
10312,S18_1749,17,48,100.0,8078.4,Large,10312_S18_1749
10331,S18_1749,7,44,74.04,3257.76,Medium,10331_S18_1749
10344,S18_1749,1,45,100.0,7650.0,Large,10344_S18_1749
10367,S18_1749,3,37,100.0,4703.81,Medium,10367_S18_1749
10379,S18_1749,2,39,100.0,5399.55,Medium,10379_S18_1749
10407,S18_1749,2,76,100.0,14082.8,Large,10407_S18_1749
10420,S18_1749,5,37,100.0,5283.6,Medium,10420_S18_1749
10108,S18_1889,2,38,82.39,3130.82,Medium,10108_S18_1889
10122,S18_1889,6,43,72.38,3112.34,Medium,10122_S18_1889
10135,S18_1889,3,48,79.31,3806.88,Medium,10135_S18_1889
10147,S18_1889,3,26,82.39,2142.14,Small,10147_S18_1889
10160,S18_1889,4,38,88.55,3364.9,Medium,10160_S18_1889
10170,S18_1889,2,20,63.14,1262.8,Small,10170_S18_1889
10181,S18_1889,10,22,73.92,1626.24,Small,10181_S18_1889
10192,S18_1889,15,45,90.86,4088.7,Medium,10192_S18_1889
10203,S18_1889,4,45,85.47,3846.15,Medium,10203_S18_1889
10212,S18_1889,14,20,66.99,1339.8,Small,10212_S18_1889
10225,S18_1889,5,47,64.68,3039.96,Medium,10225_S18_1889
10239,S18_1889,4,46,73.92,3400.32,Medium,10239_S18_1889
10253,S18_1889,9,23,83.93,1930.39,Small,10253_S18_1889
10266,S18_1889,10,33,74.69,2464.77,Small,10266_S18_1889
10278,S18_1889,10,29,90.86,2634.94,Small,10278_S18_1889
10287,S18_1889,8,44,82.39,3625.16,Medium,10287_S18_1889
10300,S18_1889,1,41,92.4,3788.4,Medium,10300_S18_1889
10310,S18_1889,6,20,91.63,1832.6,Small,10310_S18_1889
10321,S18_1889,14,37,78.54,2905.98,Small,10321_S18_1889
10329,S18_1889,9,29,100.0,2954.81,Small,10329_S18_1889
10342,S18_1889,1,55,65.45,3599.75,Medium,10342_S18_1889
10363,S18_1889,7,22,100.0,3686.54,Medium,10363_S18_1889
10377,S18_1889,4,31,67.76,2100.56,Small,10377_S18_1889
10389,S18_1889,3,49,79.22,3881.78,Medium,10389_S18_1889
10405,S18_1889,4,61,73.92,4509.12,Medium,10405_S18_1889
10419,S18_1889,9,39,83.93,3273.27,Medium,10419_S18_1889
10109,S18_1984,3,38,100.0,4432.7,Medium,10109_S18_1984
10122,S18_1984,1,31,100.0,4100.99,Medium,10122_S18_1984
10136,S18_1984,1,36,100.0,5274.72,Medium,10136_S18_1984
10148,S18_1984,12,25,100.0,4232.0,Medium,10148_S18_1984
10161,S18_1984,11,48,100.0,6145.44,Medium,10161_S18_1984
10171,S18_1984,1,35,100.0,4680.2,Medium,10171_S18_1984
10181,S18_1984,5,21,100.0,3286.08,Medium,10181_S18_1984
10192,S18_1984,10,47,100.0,7421.3,Large,10192_S18_1984
10204,S18_1984,16,38,100.0,6432.64,Medium,10204_S18_1984
10212,S18_1984,9,41,100.0,4840.87,Medium,10212_S18_1984
10226,S18_1984,7,24,100.0,3892.08,Medium,10226_S18_1984
10240,S18_1984,2,37,100.0,5526.32,Medium,10240_S18_1984
10253,S18_1984,4,33,100.0,4459.62,Medium,10253_S18_1984
10266,S18_1984,5,49,100.0,6203.4,Medium,10266_S18_1984
10278,S18_1984,5,29,100.0,3754.05,Medium,10278_S18_1984
10287,S18_1984,3,24,100.0,3516.48,Medium,10287_S18_1984
10301,S18_1984,7,47,100.0,7488.04,Large,10301_S18_1984
10310,S18_1984,1,24,100.0,3448.08,Medium,10310_S18_1984
10321,S18_1984,9,25,100.0,3734.0,Medium,10321_S18_1984
10331,S18_1984,8,30,32.47,974.1,Small,10331_S18_1984
10342,S18_1984,3,22,100.0,3160.74,Medium,10342_S18_1984
10356,S18_1984,2,27,64.69,1746.63,Small,10356_S18_1984
10366,S18_1984,3,34,100.0,4207.84,Medium,10366_S18_1984
10377,S18_1984,6,36,100.0,4352.76,Medium,10377_S18_1984
10390,S18_1984,15,34,43.05,1463.7,Small,10390_S18_1984
10406,S18_1984,2,48,100.0,7169.28,Large,10406_S18_1984
10419,S18_1984,4,34,100.0,4594.76,Medium,10419_S18_1984
10104,S18_2238,8,24,100.0,3457.92,Medium,10104_S18_2238
10115,S18_2238,4,46,100.0,7381.16,Large,10115_S18_2238
10127,S18_2238,10,45,100.0,7146.9,Large,10127_S18_2238
10141,S18_2238,4,39,100.0,5938.53,Medium,10141_S18_2238
10151,S18_2238,2,43,100.0,7110.91,Large,10151_S18_2238
10165,S18_2238,11,29,100.0,5032.95,Medium,10165_S18_2238
10176,S18_2238,10,20,100.0,3667.6,Medium,10176_S18_2238
10184,S18_2238,5,46,100.0,7381.16,Large,10184_S18_2238
10195,S18_2238,5,27,100.0,5128.11,Medium,10195_S18_2238
10207,S18_2238,6,44,100.0,7060.24,Large,10207_S18_2238
10219,S18_2238,1,43,100.0,8448.64,Large,10219_S18_2238
10230,S18_2238,8,49,100.0,7300.51,Large,10230_S18_2238
10246,S18_2238,4,40,100.0,6549.2,Medium,10246_S18_2238
10259,S18_2238,3,30,100.0,5697.9,Medium,10259_S18_2238
10271,S18_2238,4,50,100.0,9169.0,Large,10271_S18_2238
10282,S18_2238,13,23,100.0,3238.63,Medium,10282_S18_2238
10292,S18_2238,7,26,100.0,4554.94,Medium,10292_S18_2238
10305,S18_2238,4,27,100.0,3934.44,Medium,10305_S18_2238
10314,S18_2238,13,42,100.0,5776.26,Medium,10314_S18_2238
10324,S18_2238,8,47,100.0,7207.45,Large,10324_S18_2238
10336,S18_2238,6,49,100.0,7460.74,Large,10336_S18_2238
10349,S18_2238,8,38,100.0,6719.54,Medium,10349_S18_2238
10358,S18_2238,10,20,100.0,2428.0,Small,10358_S18_2238
10371,S18_2238,7,25,100.0,2602.25,Small,10371_S18_2238
10382,S18_2238,5,25,88.0,2200.0,Small,10382_S18_2238
10412,S18_2238,4,41,100.0,6712.93,Medium,10412_S18_2238
10425,S18_2238,3,28,100.0,5318.04,Medium,10425_S18_2238
10100,S18_2248,2,50,67.8,3390.0,Medium,10100_S18_2248
10110,S18_2248,6,32,50.25,1608.0,Small,10110_S18_2248
10124,S18_2248,5,42,53.88,2262.96,Small,10124_S18_2248
10149,S18_2248,10,24,62.36,1496.64,Small,10149_S18_2248
10162,S18_2248,8,27,69.62,1879.74,Small,10162_S18_2248
10173,S18_2248,12,26,57.51,1495.26,Small,10173_S18_2248
10182,S18_2248,9,38,61.15,2323.7,Small,10182_S18_2248
10193,S18_2248,13,42,59.33,2491.86,Small,10193_S18_2248
10204,S18_2248,3,23,71.44,1643.12,Small,10204_S18_2248
10214,S18_2248,6,21,62.96,1322.16,Small,10214_S18_2248
10227,S18_2248,9,28,50.85,1423.8,Small,10227_S18_2248
10241,S18_2248,1,33,72.65,2397.45,Small,10241_S18_2248
10280,S18_2248,15,25,62.96,1574.0,Small,10280_S18_2248
10288,S18_2248,4,28,61.75,1729.0,Small,10288_S18_2248
10303,S18_2248,2,46,49.04,2255.84,Small,10303_S18_2248
10312,S18_2248,16,30,61.15,1834.5,Small,10312_S18_2248
10332,S18_2248,9,38,84.25,3201.5,Medium,10332_S18_2248
10344,S18_2248,2,40,56.91,2276.4,Small,10344_S18_2248
10367,S18_2248,4,45,100.0,8884.8,Large,10367_S18_2248
10379,S18_2248,1,27,49.3,1331.1,Small,10379_S18_2248
10407,S18_2248,1,42,72.65,3051.3,Medium,10407_S18_2248
10420,S18_2248,4,36,63.57,2288.52,Small,10420_S18_2248
10104,S18_2319,12,29,100.0,3772.61,Medium,10104_S18_2319
10114,S18_2319,3,39,100.0,4164.42,Medium,10114_S18_2319
10127,S18_2319,14,45,100.0,6295.95,Medium,10127_S18_2319
10141,S18_2319,8,47,100.0,6287.66,Medium,10141_S18_2319
10151,S18_2319,6,49,100.0,5412.54,Medium,10151_S18_2319
10165,S18_2319,15,46,100.0,5984.14,Medium,10165_S18_2319
10175,S18_2319,4,48,100.0,5891.04,Medium,10175_S18_2319
10184,S18_2319,9,46,100.0,5984.14,Medium,10184_S18_2319
10195,S18_2319,9,35,100.0,3608.15,Medium,10195_S18_2319
10207,S18_2319,10,43,100.0,5752.54,Medium,10207_S18_2319
10229,S18_2319,4,26,100.0,3765.32,Medium,10229_S18_2319
10246,S18_2319,8,22,98.18,2159.96,Small,10246_S18_2319
10259,S18_2319,7,34,99.41,3379.94,Medium,10259_S18_2319
10271,S18_2319,8,50,100.0,5093.5,Medium,10271_S18_2319
10281,S18_2319,4,48,100.0,5773.44,Medium,10281_S18_2319
10292,S18_2319,11,41,100.0,4528.86,Medium,10292_S18_2319
10305,S18_2319,8,36,100.0,4816.08,Medium,10305_S18_2319
10313,S18_2319,2,29,100.0,3416.78,Medium,10313_S18_2319
10324,S18_2319,10,33,37.48,1236.84,Small,10324_S18_2319
10334,S18_2319,6,46,100.0,5814.86,Medium,10334_S18_2319
10349,S18_2319,7,38,100.0,5223.48,Medium,10349_S18_2319
10358,S18_2319,11,20,36.42,728.4,Small,10358_S18_2319
10370,S18_2319,5,22,100.0,3949.0,Medium,10370_S18_2319
10383,S18_2319,11,27,100.0,3843.99,Medium,10383_S18_2319
10412,S18_2319,8,56,98.18,5498.08,Medium,10412_S18_2319
10425,S18_2319,7,38,99.41,3777.58,Medium,10425_S18_2319
10101,S18_2325,4,25,100.0,3782.0,Medium,10101_S18_2325
10110,S18_2325,4,33,100.0,3859.68,Medium,10110_S18_2325
10124,S18_2325,3,42,100.0,4431.84,Medium,10124_S18_2325
10149,S18_2325,8,33,100.0,4950.33,Medium,10149_S18_2325
10162,S18_2325,6,38,100.0,4299.7,Medium,10162_S18_2325
10173,S18_2325,10,31,100.0,4492.83,Medium,10173_S18_2325
10182,S18_2325,7,20,100.0,2212.0,Small,10182_S18_2325
10193,S18_2325,11,44,100.0,4642.88,Medium,10193_S18_2325
10204,S18_2325,1,26,100.0,3206.32,Medium,10204_S18_2325
10214,S18_2325,4,27,100.0,3604.23,Medium,10214_S18_2325
10227,S18_2325,7,46,100.0,7017.76,Large,10227_S18_2325
10243,S18_2325,2,47,100.0,6154.18,Medium,10243_S18_2325
10280,S18_2325,13,37,100.0,4750.8,Medium,10280_S18_2325
10288,S18_2325,2,31,100.0,3822.92,Medium,10288_S18_2325
10304,S18_2325,17,24,100.0,2440.8,Small,10304_S18_2325
10312,S18_2325,14,31,100.0,4729.36,Medium,10312_S18_2325
10322,S18_2325,6,50,100.0,12536.5,Large,10322_S18_2325
10332,S18_2325,8,35,64.69,2264.15,Small,10332_S18_2325
10344,S18_2325,3,30,100.0,3928.2,Medium,10344_S18_2325
10356,S18_2325,3,29,100.0,3630.22,Medium,10356_S18_2325
10367,S18_2325,5,27,100.0,4196.07,Medium,10367_S18_2325
10380,S18_2325,10,40,100.0,4931.6,Medium,10380_S18_2325
10390,S18_2325,16,31,98.99,3068.69,Medium,10390_S18_2325
10409,S18_2325,2,6,100.0,785.64,Small,10409_S18_2325
10420,S18_2325,2,45,100.0,4977.0,Medium,10420_S18_2325
10103,S18_2432,2,22,54.09,1189.98,Small,10103_S18_2432
10114,S18_2432,6,45,68.67,3090.15,Medium,10114_S18_2432
10126,S18_2432,2,43,65.02,2795.86,Small,10126_S18_2432
10140,S18_2432,2,46,61.99,2851.54,Small,10140_S18_2432
10151,S18_2432,9,39,69.28,2701.92,Small,10151_S18_2432
10165,S18_2432,18,31,71.1,2204.1,Small,10165_S18_2432
10175,S18_2432,7,41,69.28,2840.48,Small,10175_S18_2432
10184,S18_2432,12,44,60.16,2647.04,Small,10184_S18_2432
10194,S18_2432,2,45,70.49,3172.05,Medium,10194_S18_2432
10207,S18_2432,13,37,69.89,2585.93,Small,10207_S18_2432
10217,S18_2432,2,35,61.38,2148.3,Small,10217_S18_2432
10229,S18_2432,7,28,59.55,1667.4,Small,10229_S18_2432
10246,S18_2432,11,30,61.99,1859.7,Small,10246_S18_2432
10259,S18_2432,10,30,49.22,1476.6,Small,10259_S18_2432
10271,S18_2432,11,25,69.28,1732.0,Small,10271_S18_2432
10281,S18_2432,7,29,57.73,1674.17,Small,10281_S18_2432
10291,S18_2432,2,26,57.73,1500.98,Small,10291_S18_2432
10305,S18_2432,11,41,53.48,2192.68,Small,10305_S18_2432
10313,S18_2432,5,34,52.87,1797.58,Small,10313_S18_2432
10322,S18_2432,11,35,61.21,2142.35,Small,10322_S18_2432
10334,S18_2432,1,34,61.38,2086.92,Small,10334_S18_2432
10347,S18_2432,8,50,100.0,6834.5,Medium,10347_S18_2432
10357,S18_2432,7,41,61.99,2541.59,Small,10357_S18_2432
10370,S18_2432,7,22,96.86,2130.92,Small,10370_S18_2432
10381,S18_2432,7,35,48.62,1701.7,Small,10381_S18_2432
10391,S18_2432,5,44,38.5,1694.0,Small,10391_S18_2432
10412,S18_2432,11,47,61.99,2913.53,Small,10412_S18_2432
10425,S18_2432,10,19,49.22,935.18,Small,10425_S18_2432
10106,S18_2581,2,34,90.39,3073.26,Medium,10106_S18_2581
10120,S18_2581,8,29,71.81,2082.49,Small,10120_S18_2581
10133,S18_2581,3,49,69.27,3394.23,Medium,10133_S18_2581
10145,S18_2581,14,30,85.32,2559.6,Small,10145_S18_2581
10168,S18_2581,9,21,70.96,1490.16,Small,10168_S18_2581
10210,S18_2581,7,50,76.88,3844.0,Medium,10210_S18_2581
10223,S18_2581,9,47,100.0,4724.91,Medium,10223_S18_2581
10235,S18_2581,3,24,76.03,1824.72,Small,10235_S18_2581
10250,S18_2581,4,27,98.84,2668.68,Small,10250_S18_2581
10263,S18_2581,10,33,86.17,2843.61,Small,10263_S18_2581
10275,S18_2581,9,35,90.39,3163.65,Medium,10275_S18_2581
10284,S18_2581,1,31,71.81,2226.11,Small,10284_S18_2581
10297,S18_2581,4,25,82.79,2069.75,Small,10297_S18_2581
10308,S18_2581,7,27,82.79,2235.33,Small,10308_S18_2581
10318,S18_2581,9,31,100.0,3116.43,Medium,10318_S18_2581
10327,S18_2581,8,45,100.0,4781.7,Medium,10327_S18_2581
10339,S18_2581,2,27,100.0,2810.7,Small,10339_S18_2581
10353,S18_2581,1,27,100.0,3515.67,Medium,10353_S18_2581
10374,S18_2581,2,42,69.27,2909.34,Small,10374_S18_2581
10386,S18_2581,18,21,74.77,1570.17,Small,10386_S18_2581
10398,S18_2581,15,34,76.88,2613.92,Small,10398_S18_2581
10401,S18_2581,3,42,76.03,3193.26,Medium,10401_S18_2581
10416,S18_2581,4,15,98.84,1482.6,Small,10416_S18_2581
10107,S18_2625,6,29,70.87,2055.23,Small,10107_S18_2625
